ID,ClassID,SubclassID,Material,InventoryType,SheatheType,Sound_override_subclassID,IconFileDataID,ItemGroupSoundsID
132,4,0,7,8,0,-1,132536,7
133,4,0,7,4,0,-1,135009,7
134,4,0,7,4,0,-1,135005,7
135,4,1,7,7,0,-1,134582,7
136,4,0,7,8,0,-1,132535,7
137,4,0,7,6,0,-1,132493,7
138,4,0,7,4,0,-1,132719,7
139,4,4,6,7,0,-1,134582,8
140,4,4,6,8,0,-1,132538,8
141,4,0,7,6,0,-1,132491,7
143,4,6,1,14,4,-1,134951,9
146,4,0,7,6,0,-1,132493,7
147,4,3,5,7,0,-1,134582,10
148,4,0,7,4,0,-1,135005,7
149,4,0,7,6,0,-1,132493,7
150,4,1,7,7,0,-1,134582,7
151,4,0,7,4,0,-1,135005,7
152,4,0,7,6,0,-1,132494,7
153,4,2,8,7,0,-1,134582,7
154,4,0,7,4,0,-1,133766,7
155,4,0,7,6,0,-1,132494,7
156,4,1,7,7,0,-1,134582,7
157,4,0,7,4,0,-1,135005,7
159,0,5,0,0,0,-1,132794,17
182,12,0,0,0,0,-1,134166,15
184,1,0,8,18,0,-1,133622,18
192,2,14,6,21,3,-1,133476,8
193,4,1,7,5,0,-1,135022,7
194,4,1,7,7,0,-1,134592,7
195,4,1,7,8,0,-1,132539,7
200,4,1,7,5,0,-1,135006,7
201,4,1,7,7,0,-1,134592,7
202,4,1,7,8,0,-1,132539,7
203,4,1,7,10,0,-1,132955,7
209,4,2,8,7,0,-1,134706,7
210,4,2,8,8,0,-1,132540,7
236,4,2,8,5,0,-1,132725,7
237,4,2,8,7,0,-1,134586,7
238,4,2,8,8,0,-1,132537,7
239,4,2,8,10,0,-1,132955,7
285,4,3,5,5,0,-1,132631,10
286,4,3,5,7,0,-1,134583,10
287,4,3,5,8,0,-1,132535,10
414,0,5,0,0,0,-1,133995,16
422,0,5,0,0,0,-1,133949,16
527,12,0,2,0,0,-1,133280,16
537,15,0,2,0,0,-1,134304,16
555,15,0,7,0,0,-1,135992,16
556,15,0,2,0,0,-1,133707,16
647,2,8,1,17,1,-1,135317,9
710,4,1,7,9,0,-1,132610,7
711,4,1,7,10,0,-1,132961,7
714,4,2,8,10,0,-1,132952,7
718,4,3,5,10,0,-1,132938,10
719,4,1,7,10,0,-1,445518,7
720,4,2,8,10,0,-1,132939,7
723,7,8,8,0,0,-1,134341,15
724,0,5,0,0,0,-1,133952,16
725,12,0,8,0,0,-1,134297,15
727,2,7,1,13,3,-1,135274,8
728,9,5,2,0,0,-1,134939,20
729,7,8,4,0,0,-1,133972,15
730,7,8,4,0,0,-1,133884,15
731,7,8,4,0,0,-1,135997,15
732,7,0,4,0,0,-1,134189,23
733,0,5,7,0,0,-1,133748,17
734,12,0,0,0,0,-1,133278,14
735,12,0,0,0,0,-1,133278,14
737,12,0,0,0,0,-1,134712,17
738,12,0,0,0,0,-1,134058,23
739,12,0,0,0,0,-1,134059,23
740,12,0,0,0,0,-1,134059,23
741,7,7,1,0,0,-1,133216,8
742,12,0,2,0,0,-1,133749,12
743,12,0,2,0,0,-1,135437,13
744,4,0,4,12,0,-1,132788,17
745,12,0,0,0,0,-1,134939,20
746,4,1,1,5,0,-1,132483,7
748,12,0,0,0,0,-1,134939,20
750,12,0,0,0,0,-1,133972,15
751,2,4,2,21,3,-1,133718,8
752,12,0,7,0,0,-1,133694,7
753,2,7,1,13,3,-1,135346,8
754,2,7,1,13,3,-1,135312,8
755,15,0,4,0,0,-1,133750,16
756,2,1,1,17,1,-1,134708,9
761,0,8,8,0,0,-1,133888,15
763,4,2,8,9,0,-1,132607,7
765,7,9,2,0,0,-1,134190,23
766,2,4,2,21,3,-1,133482,8
767,2,10,2,17,2,-1,135145,13
768,2,0,1,21,3,-1,132392,8
769,7,8,4,0,0,-1,133970,15
770,15,0,4,0,0,-1,133725,16
771,15,0,4,0,0,-1,133721,16
772,12,0,0,0,0,-1,133750,16
773,12,0,0,0,0,-1,133848,23
774,7,4,3,0,0,-1,134106,24
776,2,15,1,13,3,-1,135638,8
777,15,0,4,0,0,-1,134298,16
778,2,0,1,21,1,-1,134708,8
779,15,0,4,0,0,-1,134431,16
780,12,0,0,0,0,-1,134304,16
781,2,4,2,21,3,-1,133046,8
782,12,0,7,0,0,-1,133693,7
783,7,6,8,0,0,-1,134369,7
784,7,11,0,0,0,-1,134343,15
785,7,9,2,0,0,-1,133436,23
786,7,7,1,0,0,-1,133216,8
787,0,5,8,0,0,-1,133910,15
788,2,7,1,21,5,-1,135323,8
789,2,4,2,13,3,-1,133045,8
790,2,0,1,13,3,-1,132405,8
791,2,10,2,17,2,-1,135139,13
792,4,1,7,8,0,-1,132579,7
793,4,1,7,10,0,-1,132952,7
794,4,1,7,7,0,-1,134591,7
795,4,1,7,5,0,-1,135014,7
796,4,2,8,8,0,-1,132543,7
797,4,2,8,10,0,-1,132952,7
798,4,2,8,7,0,-1,134589,7
799,4,2,8,5,0,-1,132760,7
804,1,0,8,18,0,-1,133641,18
805,1,0,8,18,0,-1,133638,18
806,1,0,8,18,0,-1,133634,18
807,7,7,1,0,0,-1,133218,8
808,7,11,0,0,0,-1,134106,24
809,2,7,1,13,3,-1,135329,8
810,2,4,2,13,3,-1,133048,8
811,2,0,1,13,3,-1,132398,8
812,2,10,2,17,2,-1,135166,13
813,15,0,4,0,0,-1,134063,22
814,7,1,0,0,0,-1,132794,17
816,2,15,1,13,3,-1,135637,8
818,7,4,3,0,0,-1,134118,24
820,2,15,1,13,3,-1,135637,8
821,4,2,8,5,0,-1,135011,7
826,2,0,1,13,3,-1,132392,8
827,2,4,2,13,3,-1,133476,8
828,1,0,8,18,0,-1,133636,18
829,12,0,8,0,0,-1,133694,7
832,4,3,5,6,0,-1,132492,8
833,4,0,4,12,0,-1,134580,24
835,0,8,8,0,0,-1,134325,16
836,0,8,8,0,3,-1,134325,16
837,4,1,7,5,0,-1,135010,7
838,4,1,7,7,0,-1,134594,7
839,4,1,7,10,0,-1,132952,7
840,4,1,7,8,0,-1,132539,7
841,12,0,0,0,0,-1,134377,14
842,15,0,0,0,0,-1,134938,20
843,4,2,8,8,0,-1,132592,7
844,4,2,8,10,0,-1,132939,7
845,4,2,8,7,0,-1,134706,7
846,4,2,8,5,0,-1,132760,7
847,4,3,5,5,0,-1,132624,10
848,4,3,5,7,0,-1,134583,10
849,4,3,5,8,0,-1,132535,10
850,4,3,5,10,0,-1,132938,10
851,2,7,1,13,3,-1,135346,8
852,2,4,2,13,3,-1,133490,8
853,2,0,1,13,3,-1,132402,8
854,2,10,2,17,2,-1,135154,13
855,1,0,8,18,0,-1,133635,18
856,1,0,8,18,0,-1,133626,18
857,1,0,8,18,0,-1,133643,18
858,0,1,3,0,0,-1,134830,17
859,4,0,7,4,0,-1,135006,7
860,4,1,7,8,0,-1,132539,7
862,4,0,4,11,0,-1,132523,14
863,2,0,1,13,3,-1,132399,8
864,2,7,1,13,3,-1,135328,8
865,2,4,2,13,3,-1,133478,8
866,2,10,2,17,2,-1,135145,13
867,4,2,8,10,0,-1,132940,7
868,2,4,2,13,3,-1,133488,8
869,2,7,1,13,3,-1,135326,8
870,2,1,1,17,1,-1,132393,9
871,2,0,1,13,3,-1,132408,8
872,2,1,1,17,1,-1,135419,9
873,2,10,2,17,2,-1,135150,13
875,15,0,0,0,0,-1,134944,20
876,4,6,1,14,4,-1,134955,9
877,12,0,0,0,0,-1,133728,16
878,15,0,4,0,0,-1,134321,15
880,2,10,2,17,2,-1,135162,13
883,12,0,0,0,0,-1,133565,16
884,12,0,0,0,0,-1,134232,16
885,2,0,1,13,3,-1,132405,8
886,2,7,1,13,3,-1,135327,8
887,15,0,4,0,0,-1,133970,15
888,4,2,8,10,0,-1,132947,7
889,12,0,0,0,0,-1,133471,20
890,2,10,2,17,2,-1,135141,13
892,4,1,7,10,0,-1,132938,7
893,15,0,4,0,0,-1,134298,16
894,15,0,0,0,0,-1,134297,16
895,12,0,0,0,0,-1,133731,16
896,12,0,0,0,0,-1,134298,16
897,4,2,8,9,0,-1,132604,7
898,12,0,0,0,0,-1,134298,16
899,2,15,1,13,3,-1,134298,8
900,15,0,0,0,0,-1,134937,20
901,15,0,0,0,0,-1,134937,20
902,15,0,0,0,0,-1,134937,20
903,15,0,0,0,0,-1,134937,20
906,4,1,7,3,0,-1,135039,7
907,4,3,7,3,0,-1,135033,10
908,4,1,7,3,0,-1,135033,7
909,4,1,7,3,0,-1,135033,7
910,12,0,0,0,0,-1,133464,20
911,2,5,2,17,1,-1,133476,9
913,2,8,1,17,1,-1,135311,9
914,4,3,5,5,0,-1,132624,8
915,12,0,7,0,0,-1,133694,7
916,12,0,0,0,0,-1,133688,20
917,4,2,8,5,0,-1,132715,7
918,1,0,8,18,0,-1,133629,18
920,2,4,2,13,3,-1,133486,8
921,12,0,0,0,0,-1,133688,20
922,2,8,1,17,1,-1,135280,9
923,2,7,1,21,3,-1,135324,8
924,2,5,2,17,1,-1,133044,9
925,2,4,2,21,3,-1,133476,8
926,2,1,1,17,1,-1,135423,9
927,2,0,1,13,3,-1,132415,8
928,2,10,2,17,2,-1,135157,13
929,0,1,3,0,0,-1,134831,17
930,1,0,7,18,0,-1,133629,18
931,1,0,8,18,0,-1,133639,18
932,1,0,8,18,0,-1,133633,18
933,1,0,8,18,0,-1,133640,18
934,2,0,1,13,3,-1,132405,8
935,2,7,1,13,3,-1,135327,8
936,2,4,2,13,3,-1,133729,8
937,2,10,2,17,2,-1,135150,13
938,12,0,0,0,0,-1,133680,20
939,12,0,0,0,0,-1,133688,20
940,4,1,7,20,0,-1,132667,7
941,4,0,4,12,0,-1,135229,24
942,4,0,3,11,0,-1,133349,14
943,2,10,2,17,2,-1,135166,13
944,2,10,2,17,2,-1,135144,13
945,2,7,1,21,3,-1,135274,8
948,2,7,1,21,3,-1,135274,8
951,0,8,0,0,0,-1,134943,20
954,0,8,7,0,0,-1,134938,20
955,0,8,7,0,0,-1,134937,20
956,12,0,0,0,0,-1,135005,7
957,12,0,0,0,0,-1,133751,16
958,12,0,0,0,0,-1,135005,7
960,12,0,0,0,0,-1,135005,7
961,0,5,7,0,0,-1,134181,23
962,12,0,0,0,0,-1,133952,16
964,4,0,7,4,0,-1,135029,7
965,1,0,7,18,0,-1,133623,18
966,9,0,0,0,0,-1,133739,19
967,9,0,0,0,0,-1,133739,19
968,9,0,0,0,0,-1,133739,19
973,9,0,0,0,0,-1,133739,19
974,9,0,0,0,0,-1,133739,19
975,9,0,0,0,0,-1,133739,19
976,9,0,0,0,0,-1,133739,19
980,9,0,0,0,0,-1,133739,19
981,12,0,0,0,0,-1,133280,14
983,4,1,7,6,0,-1,236921,7
985,9,0,0,0,0,-1,133739,19
986,9,0,0,0,0,-1,133739,19
989,9,0,0,0,0,-1,133739,19
992,9,0,0,0,0,-1,133739,19
994,9,0,0,0,0,-1,133739,19
996,4,0,4,11,0,-1,133345,14
997,2,7,1,21,3,-1,135274,8
1004,9,0,0,0,0,-1,133739,19
1006,12,0,0,0,0,-1,133345,14
1008,2,7,1,21,3,-1,135274,8
1009,2,4,2,13,3,-1,133045,8
1010,2,10,2,17,2,-1,135154,13
1011,2,0,1,13,3,-1,132395,8
1013,12,0,1,0,0,-1,134068,8
1014,12,0,1,0,0,-1,133639,18
1015,7,8,4,0,0,-1,133970,15
1016,15,0,0,0,0,-1,134321,16
1017,0,5,0,0,0,-1,133972,15
1018,2,7,1,22,3,-1,135274,8
1019,12,0,7,0,0,-1,134266,7
1020,4,2,8,1,0,-1,133072,7
1021,4,2,8,1,0,-1,133072,7
1022,4,2,8,1,0,-1,133071,7
1023,4,2,8,1,0,-1,133071,7
1024,4,2,8,1,0,-1,133071,7
1025,4,2,8,1,0,-1,133071,7
1026,4,4,8,1,0,-1,133071,7
1027,4,2,8,1,0,-1,133071,7
1028,4,3,5,1,0,-1,133070,10
1029,9,0,0,0,0,-1,134459,19
1030,9,0,0,0,0,-1,134459,19
1031,9,0,0,0,0,-1,134459,19
1032,9,0,0,0,0,-1,134459,19
1033,9,0,0,0,0,-1,134459,19
1034,9,0,0,0,0,-1,134459,19
1035,9,0,0,0,0,-1,134459,19
1036,9,0,0,0,0,-1,134459,19
1037,9,0,0,0,0,-1,134459,19
1038,9,0,0,0,0,-1,134459,19
1042,15,0,0,0,0,-1,134938,20
1043,15,0,0,0,0,-1,134938,20
1044,15,0,0,0,0,-1,134938,20
1046,2,3,1,26,1,-1,134537,8
1047,2,3,1,26,1,-1,134537,8
1048,9,0,0,0,0,-1,134459,19
1049,9,0,0,0,0,-1,134459,19
1052,9,0,0,0,0,-1,134459,19
1053,9,0,0,0,0,-1,134459,19
1057,9,0,0,0,0,-1,134459,19
1058,9,0,0,0,0,-1,134459,19
1061,9,0,0,0,0,-1,134459,19
1063,9,0,0,0,0,-1,134459,19
1072,0,5,0,0,0,-1,132798,17
1074,15,0,4,0,0,-1,134321,16
1075,12,0,0,0,0,-1,133437,14
1076,4,0,5,11,0,-1,133344,14
1077,4,0,5,11,0,-1,133356,14
1078,12,0,0,0,0,-1,134939,20
1080,7,8,4,0,0,-1,134343,15
1081,15,0,4,0,0,-1,134321,15
1082,0,5,0,0,0,-1,133748,17
1083,12,0,4,0,0,-1,133277,14
1084,9,0,0,0,0,-1,133741,19
1085,9,0,0,0,0,-1,133741,19
1086,9,0,0,0,0,-1,133741,19
1087,9,0,0,0,0,-1,133741,19
1088,9,0,0,0,0,-1,133741,19
1089,9,0,0,0,0,-1,133741,19
1090,9,0,0,0,0,-1,133741,19
1091,9,0,0,0,0,-1,133741,19
1092,9,0,0,0,0,-1,133741,19
1093,9,0,0,0,0,-1,133741,19
1095,9,0,0,0,0,-1,133741,19
1096,9,0,0,0,0,-1,133741,19
1099,9,0,0,0,0,-1,133741,19
1100,1,0,8,18,0,-1,133647,18
1101,9,0,0,0,0,-1,133741,19
1102,9,0,0,0,0,-1,133741,19
1105,9,0,0,0,0,-1,133741,19
1108,9,0,0,0,0,-1,133741,19
1109,9,0,0,0,0,-1,133741,19
1111,9,0,0,0,0,-1,133741,19
1112,9,0,0,0,0,-1,133741,19
1113,0,5,0,0,0,-1,133951,16
1114,0,5,0,0,0,-1,133968,16
1115,12,0,0,0,0,-1,133622,16
1116,4,0,3,11,0,-1,133343,14
1117,2,4,2,17,2,-1,133942,8
1119,0,5,0,0,0,-1,132793,24
1121,4,2,8,8,0,-1,132592,7
1122,4,0,2,2,0,-1,133279,14
1123,4,0,2,2,0,-1,133279,14
1124,4,0,2,2,0,-1,133279,14
1125,12,0,1,0,0,-1,133279,14
1127,0,8,0,0,0,-1,133581,18
1128,0,8,0,0,0,-1,134719,17
1129,12,0,0,0,0,-1,134298,16
1130,12,0,3,0,0,-1,134799,17
1131,4,0,1,23,7,-1,133729,12
1132,15,5,4,0,0,-1,132224,12
1133,15,5,0,0,0,-1,132266,12
1134,15,5,0,0,0,-1,132266,12
1136,9,0,0,0,0,-1,133740,19
1138,9,0,0,0,0,-1,133740,19
1139,9,0,0,0,0,-1,133740,19
1141,9,0,0,0,0,-1,133740,19
1144,9,0,0,0,0,-1,133740,19
1146,9,0,0,0,0,-1,133740,19
1149,9,0,0,0,0,-1,133740,19
1150,9,0,0,0,0,-1,133740,19
1151,9,0,0,0,0,-1,133740,19
1154,4,3,5,6,0,-1,132493,10
1155,2,10,2,17,2,-1,135143,13
1156,4,0,1,11,0,-1,133351,14
1157,2,0,1,21,3,-1,132392,8
1158,2,4,2,13,3,-1,133476,8
1159,2,10,2,17,2,-1,135145,13
1161,2,7,1,21,3,-1,135274,8
1162,4,1,7,1,0,-1,134955,7
1163,4,1,7,1,0,-1,134442,7
1164,9,0,0,0,0,-1,134940,19
1165,0,5,0,0,0,-1,133943,16
1166,4,6,1,14,4,-1,134955,9
1167,4,6,1,14,4,-1,134955,9
1168,4,6,1,14,4,-1,134947,9
1169,4,6,1,14,4,-1,136162,9
1170,4,2,8,5,0,-1,132725,7
1171,4,1,7,20,0,-1,349115,7
1172,4,0,2,23,7,-1,135432,12
1173,4,2,8,8,0,-1,350647,7
1174,4,3,5,8,0,-1,132535,10
1175,15,0,1,0,0,-1,134566,24
1176,0,0,0,0,0,-1,133588,23
1177,0,8,0,0,0,-1,134743,17
1178,0,8,0,0,0,-1,132383,12
1179,0,5,7,0,0,-1,132815,17
1180,0,8,7,0,0,-1,134943,20
1181,0,8,7,0,0,-1,134937,20
1182,4,4,6,9,0,-1,367072,8
1183,4,1,7,9,0,-1,366058,7
1184,4,0,1,12,0,-1,133281,14
1186,4,0,7,12,0,-1,134325,16
1187,0,8,2,0,0,-1,133075,16
1189,4,0,1,11,0,-1,133345,14
1190,4,1,7,16,0,-1,133760,7
1191,0,8,0,0,0,-1,133581,18
1192,4,3,5,1,0,-1,133070,10
1193,4,6,1,14,4,-1,134949,9
1194,2,8,1,17,1,-1,135276,9
1195,2,5,2,17,1,-1,134435,9
1196,2,1,1,17,1,-1,132395,9
1197,2,5,2,17,1,-1,133477,9
1198,2,8,1,17,1,-1,135350,9
1199,0,0,3,0,0,-1,134335,24
1200,4,6,1,14,4,-1,134955,9
1201,4,6,1,14,4,-1,134950,9
1202,4,6,1,14,4,-1,134949,9
1203,4,6,1,14,4,-1,134952,9
1204,4,6,1,14,4,-1,134952,9
1205,0,5,7,0,0,-1,132796,17
1206,7,4,3,0,0,-1,134105,24
1207,2,4,2,13,3,-1,133490,8
1208,12,0,0,0,0,-1,134937,20
1210,7,4,3,0,0,-1,134074,24
1211,4,2,8,5,0,-1,132719,7
1212,15,0,4,0,0,-1,134437,17
1213,4,2,8,9,0,-1,132603,7
1214,2,4,2,13,3,-1,133046,8
1215,4,2,8,6,0,-1,132498,7
1216,4,1,7,9,0,-1,132606,7
1217,12,0,0,0,0,-1,134400,16
1218,2,5,2,17,1,-1,133489,9
1219,2,7,1,13,3,-1,135314,8
1220,2,1,1,17,1,-1,132405,9
1221,12,0,8,0,0,-1,134305,16
1222,15,0,8,0,0,-1,133725,16
1224,9,0,0,0,0,-1,133738,19
1228,9,0,0,0,0,-1,133738,19
1229,9,0,0,0,0,-1,133738,19
1231,9,0,0,0,0,-1,133738,19
1232,9,0,0,0,0,-1,133738,19
1238,9,0,0,0,0,-1,133738,19
1239,9,0,0,0,0,-1,133738,19
1243,9,0,0,0,0,-1,133738,19
1244,9,0,0,0,0,-1,133738,19
1245,9,0,0,0,0,-1,133738,19
1246,9,0,0,0,0,-1,133738,19
1250,9,0,0,0,0,-1,133738,19
1251,0,7,0,0,0,-1,133685,7
1252,12,0,0,0,0,-1,134937,20
1253,13,1,1,0,0,-1,134065,14
1255,15,0,1,0,0,-1,134134,24
1256,12,0,0,0,0,-1,134184,23
1257,12,0,0,0,0,-1,134776,17
1258,4,0,1,12,0,-1,135279,8
1259,2,0,1,21,3,-1,132392,8
1260,12,0,0,0,0,-1,134170,15
1261,12,0,0,0,0,-1,134336,24
1262,0,8,0,0,0,-1,132621,17
1263,2,1,1,17,1,-1,135580,9
1264,2,5,2,17,1,-1,133482,9
1265,2,7,1,13,3,-1,135302,8
1266,2,8,1,17,1,-1,135276,9
1267,0,8,0,0,0,-1,134514,17
1269,0,8,0,0,0,-1,133622,17
1270,4,1,7,16,0,-1,133767,7
1272,4,1,7,3,0,-1,135040,7
1273,4,3,5,5,0,-1,132742,10
1274,12,0,0,0,0,-1,134188,23
1275,4,3,5,5,0,-1,132624,10
1276,4,6,1,14,4,-1,134955,9
1279,4,2,8,1,0,-1,133072,7
1280,4,2,8,1,0,-1,133132,7
1281,11,2,2,18,0,-1,133628,18
1282,4,4,6,1,0,-1,133070,8
1283,12,0,0,0,0,-1,134939,20
1284,12,0,0,0,0,-1,132761,18
1287,2,15,1,13,3,-1,134298,8
1288,7,11,3,0,0,-1,134338,15
1292,2,0,1,13,3,-1,132417,8
1293,12,0,0,0,0,-1,133460,20
1294,12,0,0,0,0,-1,133461,20
1296,2,4,2,13,3,-1,133481,8
1297,4,1,7,20,0,-1,132658,7
1298,4,1,7,9,0,-1,132606,7
1299,4,1,7,6,0,-1,132518,7
1300,2,10,2,17,2,-1,135469,13
1302,4,2,8,10,0,-1,132951,7
1303,4,4,6,10,0,-1,132938,8
1304,4,1,7,10,0,-1,132939,7
1306,4,2,8,9,0,-1,132603,7
1307,12,0,0,0,0,-1,134939,20
1309,12,0,0,0,0,-1,132596,18
1310,4,2,8,7,0,-1,134582,7
1311,2,1,1,17,1,-1,132402,9
1312,2,4,2,21,3,-1,133057,8
1313,2,15,1,13,3,-1,135128,8
1314,4,2,8,10,0,-1,132947,7
1315,4,0,3,2,0,-1,133938,23
1317,2,10,2,17,2,-1,135153,13
1318,2,1,1,17,1,-1,135424,9
1319,4,0,4,11,0,-1,132520,14
1321,0,8,0,0,0,-1,133888,15
1322,0,8,0,0,0,-1,134743,17
1323,9,0,0,0,0,-1,134939,20
1324,12,0,2,21,0,-1,133974,15
1325,12,0,0,0,0,-1,133938,23
1326,0,5,0,0,0,-1,133888,15
1327,12,0,0,0,0,-1,133471,20
1328,9,0,0,0,0,-1,133743,19
1332,9,0,0,0,0,-1,133743,19
1334,9,0,0,0,0,-1,133743,19
1339,9,0,0,0,0,-1,133743,19
1341,9,0,0,0,0,-1,133743,19
1349,12,0,0,0,0,-1,132766,13
1350,4,0,2,12,0,-1,134231,16
1351,4,1,7,9,0,-1,132615,7
1352,12,0,0,0,0,-1,133728,12
1353,12,0,0,0,0,-1,133461,20
1354,4,1,7,16,0,-1,133765,7
1355,4,1,7,16,0,-1,134354,7
1356,12,0,0,0,0,-1,134939,20
1357,12,0,4,0,0,-1,134269,20
1358,12,0,0,0,0,-1,134251,20
1359,4,2,8,10,0,-1,132939,7
1360,4,4,6,10,0,-1,367074,8
1361,12,0,0,0,0,-1,134257,20
1362,12,0,0,0,0,-1,134252,20
1363,4,1,7,1,0,-1,133148,7
1364,4,2,8,5,0,-1,135009,7
1366,4,2,8,7,0,-1,134586,7
1367,4,2,8,8,0,-1,132540,7
1368,4,2,8,10,0,-1,132952,7
1369,4,2,8,6,0,-1,132513,7
1370,4,2,8,9,0,-1,132609,7
1371,4,2,8,3,0,-1,135039,7
1372,4,1,7,16,0,-1,133762,7
1374,4,1,7,8,0,-1,132543,7
1376,4,1,7,16,0,-1,133762,7
1377,4,1,7,10,0,-1,132952,7
1378,4,1,7,7,0,-1,134589,7
1379,4,1,7,3,0,-1,135037,7
1380,4,1,7,20,0,-1,132662,7
1381,12,0,0,0,0,-1,133468,20
1382,2,4,2,21,3,-1,133482,8
1383,2,0,1,21,3,-1,135421,8
1384,2,7,1,21,3,-1,135274,8
1385,2,5,2,17,1,-1,133046,9
1386,2,1,1,17,1,-1,132392,9
1387,2,8,1,17,1,-1,135277,9
1388,2,10,2,17,2,-1,135159,13
1389,2,4,2,21,3,-1,133046,8
1391,2,10,2,17,2,-1,135473,13
1392,4,1,7,9,0,-1,132611,7
1394,2,4,2,13,3,-1,133485,8
1395,4,1,7,7,0,-1,134581,7
1396,4,1,7,7,0,-1,134581,7
1397,4,1,7,7,0,-1,134581,7
1398,4,1,7,7,0,-1,134582,7
1399,0,8,0,0,0,-1,133751,16
1400,0,8,0,0,0,-1,134414,24
1401,0,5,0,0,0,-1,134190,23
1402,0,8,0,0,0,-1,135230,24
1403,4,0,4,12,0,-1,134414,24
1404,4,0,2,12,0,-1,134414,24
1405,2,10,2,17,2,-1,135143,13
1406,2,6,1,17,2,-1,135129,9
1407,12,0,0,0,0,-1,133460,20
1408,12,0,0,0,0,-1,133466,20
1409,12,0,0,0,0,-1,133460,20
1410,12,0,0,0,0,-1,133460,20
1411,2,10,2,17,2,-1,135139,13
1412,2,8,1,17,1,-1,135276,9
1413,2,7,1,13,3,-1,135274,8
1414,2,5,2,17,1,-1,133046,9
1415,2,4,2,21,3,-1,133052,8
1416,2,0,1,21,3,-1,135421,8
1417,2,1,1,17,1,-1,135424,9
1418,4,2,8,6,0,-1,132513,7
1419,4,2,8,8,0,-1,132540,7
1420,4,2,8,9,0,-1,132604,7
1421,4,1,7,16,0,-1,133766,7
1422,4,2,8,10,0,-1,132952,7
1423,4,2,8,7,0,-1,134586,7
1424,4,2,8,3,0,-1,135039,7
1425,4,2,8,5,0,-1,135009,7
1427,4,1,7,8,0,-1,132543,7
1429,4,1,7,16,0,-1,133763,7
1430,4,1,7,10,0,-1,132952,7
1431,4,1,7,7,0,-1,134591,7
1432,4,1,7,3,0,-1,135037,7
1433,4,1,7,5,0,-1,135010,7
1434,0,8,2,0,0,-1,133752,16
1435,4,2,8,3,0,-1,135039,7
1436,4,2,8,7,0,-1,134585,7
1438,4,6,1,14,4,-1,134949,9
1440,2,4,2,13,3,-1,133048,8
1443,4,0,3,2,0,-1,133276,14
1444,4,0,2,12,0,-1,135231,24
1445,4,3,5,3,0,-1,135038,10
1446,4,3,5,8,0,-1,132535,8
